audio_filepath	duration	text
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000031327-1.wav	6.41	trước tình trạng này ủy ban nhân dân tỉnh đã chỉ đạo sở nông nghiệp và phát triển nông thôn phối hợp với ủy ban nhân dân các huyện thị xã thành phố huế
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000033101-1.wav	6.83	dù lần đầu tiên được tổ chức nhưng đã thu hút hàng trăm bạn trẻ tham gia thể hiện sự quan tâm rất lớn của cộng đồng về sự kiện này
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000081194-1.wav	7.93	và các bạn đã chung tay cùng các thế hệ người việt đi trước để mang niềm vui tới với những người kém may mắn hơn đặc biệt là trong dịp cuối năm
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000124534-1.wav	7.3	đây là bản tin vi âu ây ích pờ rét của đài tiếng nói hoa kỳ ngày mười chín tháng hai hai ngàn mười ba trà my kính chào quý vị
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000025404-1.wav	7.1	thứ hai nữa là được áp dụng được tất cả những cái quy trình của chuyên gia của chương trình đề ra thì chăn nuôi nó đạt được hiệu quả cao
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000009652-1.wav	7.76	thì khi mà xuống đây sau này thì cũng đã dọn hết luôn cô không biết chị định đã đi đâu gọi điện cũng không được không có một cái câu trả lời nào hết
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000139464-1.wav	7.99	ừ cũng chia sẻ với anh lê hoàng là những cái đơn vị khác đi vận động tiền để tài trợ thì khởi làm ra những mô hình ví dụ như là quầy báo vì cộng đồng
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000007823-1.wav	7.3	các giới chức tin rằng các hách cơ người trung quốc hậu thuẫn có thể có liên hệ với chính quyền trung quốc người phát ngôn của bộ ngoại giao trung quốc hồng lỗi ngày
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000056251-1.wav	7.11	và tất cả những thứ đó tràn ngập cả con phố và các khu dân cư tôi có thể chia sẻ với anh một điều mà tôi chưa từng nói với ai bao giờ không
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000134444-1.wav	7.58	kết quả nổi bật của công tác mặt trận trong năm nay là việc thực hiện có hiệu quả đề án đổi mới công tác thông tin tuyên truyền của mặt trận tổ quốc việt nam
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000116126-1.wav	6.88	phần tin tức thời sự lúc bảy giờ sáng còn được tiếp nối bằng chương trình dạy tiếng anh của đài vi ô ây tin tức về các chương trình ra đi ô
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000101835-1.wav	6.94	trong khi đó những cái cơ quan chức năng của tổng liên đoàn lao động việt nam hay là những cái công đoàn của công ty thì thường đứng về phía giới chủ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000116122-1.wav	6.93	như búa đập vào đầu ý thế nên bọn cháu đã quyết tâm thay đổi ăn ở sạch sẽ hơn và việc đầu tiên phải làm là xịt hết côn trùng ở đây đi ạ
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000054819-1.wav	7.72	mười bảy trên bốn mươi chín doanh nghiệp kinh doanh ổn định mười một trên bốn mươi chín đơn vị kinh doanh giảm sút các doanh nghiệp trong khối nộp ngân sách chín tháng đầu năm
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000015671-1.wav	7.22	ông bai đừn sẽ bay tới bắc kinh để hội đàm với các giới chức trung quốc các nhà điều tra cho biết xe lửa bị trật bánh ở thành phố niu doóc hồi cuối tuần qua
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000154968-1.wav	7.73	à thật ra thì câu chuyện của nó là như thế này là lúc đầu là châu được ra khỏi học bệnh từ dũ và sau đó thì công việc đầu tiên là
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000024405-1.wav	7.25	cho biết là nhân viên phát thanh chính phủ hoa kỳ đang làm việc với các chuyên gia để xác định chính xác nguồn gốc của vụ ngăn chặn các kênh phát thanh tiếng anh
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000053344-1.wav	7.9	tòa nhà quốc hội mỹ hay còn gọi là điện cép bi tồ được tổng thống róc rờ oa sinh tơn đặt viên đá đầu tiên vào năm một nghìn bảy trăm chín mươi ba
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000051562-1.wav	7.27	ngành y tế khuyến cáo thời điểm này tình hình các bệnh truyền nhiễm cũng đang diễn biến phức tạp nhất là các dịch bệnh nguy hiểm như sởi cúm a
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000052186-1.wav	7.52	tăng mười một phần trăm so với cùng kỳ năm hai không mười bảy và đạt năm mươi sáu phần trăm kế hoạch năm khu vực doanh nghiệp một trăm phần trăm vốn trong nước tăng mười ba phần trăm
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000048928-1.wav	6.87	cuối cùng và quan trọng nhất để chiến thắng chương trình câu hỏi số tám các bạn có nghĩ rằng may mắn sẽ đi theo các bạn đến tận câu hỏi cuối cùng không
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000124970-1.wav	7.54	luật sư quân là giám đốc công ty trách nhiệm hữu hạn giải pháp việt nam được thành lập từ năm hai ngàn lẻ một chuyện nghiên cứu và cung cấp thông tin thị trường
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000030962-1.wav	6.32	xin được cảm ơn các cán bộ chiến sĩ của trung đoàn bộ binh chín lăm và chúc cho các đồng chí sẽ có một năm tiếp theo một năm mới rèn luyện với những thành tích tốt nhất
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000069036-1.wav	7.31	dư luận việt nam vẫn đang chấn động về thông tin có thể có nhiều người việt nam trong số ba mươi chín người chết trong xe tải đông lạnh ở anh
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000047157-1.wav	6.89	thứ nhất là chúng tôi đương nhiên là sẽ sẽ cố gắng để mà tìm những cái đơn vị trong lĩnh vực mà đối tác đang có nhu cầu tìm kiếm
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000034889-1.wav	6.52	một cuộc tập hợp đã được tổ chức vào ngày chủ nhật để ủng hộ những nạn nhân bị ngược đãi và tấn công tình dục ở thành phố sây ơ viu
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000014355-1.wav	6.98	hiện tốt hoạt động uống nước nhớ nguồn chăm sóc phụng dưỡng các mẹ việt nam anh hùng thăm hỏi động viên các gia đình thương binh liệt sỹ người có
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000038188-1.wav	7.69	hoa kỳ lên tiếng bày tỏ quan ngại trước tình tàu trung quốc nổ súng nhắm vào một tàu cá việt nam gây hỏa hoạn tại khu vực quần đảo hoàng sa ở biển đông mà
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000056037-1.wav	7.33	ở khu vực vùng sâu vùng xa phụ nữ dân tộc rất khó tiếp cận được với các mô hình sản xuất nông nghiệp hiện đại hay lạc kinh doanh qua thương mại điện tử
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000009912-3.wav	5.05	gợi ý cho chúng tôi trên phen pết để lần sau hai vợ chồng lại đến ăn trưa cùng với nhà hàng bữa trưa vui vẻ anh chị đồng ý không ạ
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000049429-1.wav	7.27	và những lời phát biểu khiêu khích đã lên tiếng sau khi trở về từ chuyến đi thăm nước cộng sản bắc triều tiên chính thức nơi ông quay một cuốn phim tài liệu
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000006253-1.wav	7.28	nhưng ước tính tương tự cho thấy những người mỹ giàu có trong các nhóm thu nhập cao hơn sẽ được hưởng đến mười sáu phần trăm tăng trong thu nhập dòng
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000034875-1.wav	6.55	hông vợ em cũng có nói rồi vợ em cũng có nói chung là cũng có hù em này nọ cũng viết đơn ly dị này nọ chắc em phải kiếm người khác này nọ
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000035660-1.wav	7.31	về kết quả của cuộc hội đàm song phương kéo dài gần năm giờ đồng hồ cũng như là cuộc gặp giữa ông the le sơn và tổng thống nga pu trin
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000071723-1.wav	6.94	đây rồi theo tín hiệu định vị toàn câu cho biết lão ấy đang ở rạp chiếu phim chắc chắn đang hú hí với người yêu ở đấy nhanh tóm thôi
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000117173-1.wav	7.48	thông tin này cũng sẽ kết thúc chương trình huyền như mới sáng nay của chúng tôi cảm ơn sự quan tâm theo dõi của quý vị và các bạn thân ái chào tạm biệt và hẹn gặp lại
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000006168-1.wav	7.6	mà đây là hai đứa con nuôi hẳn nghĩ là cô ấy đã quá thì rồi à đến tới ngày hôm nay cô ấy chưa có mối tình nào chưa có một cái người yêu nào hết
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000014333-1.wav	7.93	 cái này là cái cái họng này thì như vậy á thì chúng ta thấy được cái vị trí rõ hơn tức là viêm cái vùng trong này ta kêu là viêm viêm họng
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000093377-1.wav	7.78	chi sự nghiệp y tế bốn trăm lẻ tám tỉ đồng chi sự nghiệp kinh tế ba trăm chín mươi tỉ đồng chi quản lý nhà nước một nghìn không trăm mười sáu phẩy năm tỉ đồng
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000135908-1.wav	7.27	có phải là một cái thông tin một trang quét hay là một cái bảng điện tử nào đó mà những nhà đầu tư có thể theo dõi để nắm được tình hình
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000077847-1.wav	7.15	hai mươi triệu tôi nghĩ là các bạn cố gắng có thể làm được nhưng trước hết xin được tặng các bạn hai trăm triệu làm hành trang để đến với chương trình hai trăm triệu thuộc về các bạn
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000062063-1.wav	7.92	kế hoạch đề ra tham mưu xử lý kịp thời có hiệu quả các tình huống nhằm đảm bảo an ninh chính trị trật tự an toàn xã hội trên địa bàn
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000230764-1.wav	7.48	lại chơi ghêm khác thế rồi đến khi tôi chơi lờ o lờ nhiều thì bên đo ta lại cũng có ông còm men bảo là ờ bây giờ thằng này nó chơi hê ô pê gờ vì tiền
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000004639-1.wav	7.74	tin cho hay phó bộ trưởng tư pháp hoa kỳ rốt rô sừn sờ tai người giám sát cuộc điều tra về sự can thiệp của nga vào bầu cử mỹ năm hai nghìn mười sáu
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000081397-1.wav	6.63	đẩy mạnh cuộc vận động mỗi tổ chức cá nhân gắn với một địa chỉ nhân đạo đó là mục tiêu được hội chữ thập đỏ thành phố huế đề ra
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000039805-1.wav	7.47	người tây tạng tụ tập tại rét khom ở đông tây tạng để nói lên tiếng nói của họ sau khi sáu người gồm nhiều thiếu niên và một bà mẹ trẻ đơn thân
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000029495-1.wav	6.62	lãi suất lần lượt là sáu phẩy năm phần trăm một năm sáu phẩy ba phần trăm một năm bảy phần trăm một năm và sáu phẩy tám phần trăm một năm
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000006977-1.wav	7.51	vâng và ngay bây giờ thì cũng xin được trân trọng kính mời ba vị giám khảo của chúng ta bước lên sân khấu để chia sẻ cảm xúc với các thí sinh ngay lúc này ạ
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000025453-1.wav	6.02	tiếp và làm việc với đoàn có phó chủ tịch ủy ban nhân dân tỉnh nguyễn văn phương và đại diện lãnh đạo sở nông nghiệp và phát triển nông thôn
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000018697-1.wav	6.85	một nhà môi giới bất động sản ở niu ria xi cháu trai của ông kim un và là con trai của ông ki sang mới đây cũng đã bị bắt
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000120491-1.wav	7.48	ngày bảy tháng tư là ngành y tế thế giới chủ đề của ngày này là cao huyết áp bệnh cao huyết áp là một trong những kẻ giết người lớn nhất thế giới
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000039232-1.wav	7.66	theo tài xế dương ước tính thiệt hại số lượng vịt anh phải đền bù lên đến gần hai trăm triệu đồng cư dân mạng hiện đang tỏ ra rất bức xúc trước thông tin trên
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000020396-1.wav	6.79	ngày hôm qua thì bộ xây dựng đã có thông cáo báo chí xác nhận đang phối hợp với cơ quan chức năng và theo dõi tình hình xử lý vụ việc
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000165941-1.wav	7.84	đúng hông rồi ít nhất là phượng cũng đã nói ra được cái điều mà em không thể nói được ở nhà á đó là cái điều mà chị thấy là
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000096912-1.wav	7.18	và có chiều hướng tích cực vì vậy việc phát triển hợp tác xã cần phải có sự liên kết giữa người dân phải hợp tác xã với doanh nghiệp nhà khoa học
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000042259-2.wav	7.15	bom phát nổ bên ngoài hay nhà thờ ở bang niu mê xi cô hôm chủ nhật khiến các đặc vụ liên bang và cảnh sát địa phương mở cuộc điều tra
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000005999-1.wav	7.79	khoảng bốn mươi lăm phần trăm diện tích của đồng bằng sông cửu long sẽ bị nhiễm mặn cục bộ gây thiệt hại khoảng mười bảy tỉ đô la mỹ trong nông nghiệp do lũ lụt và ngập úng
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000011170-1.wav	7.9	bằng cách bảo vệ các tài nguyên thiên nhiên hơn một trăm vị nguyên thủ quốc gia dự tính tới thành phố ri ô đờ gia nê rô của bờ ra rin để dự hội nghị
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000100281-1.wav	7.61	và hai người chơi của chúng ta hai anh em một người là anh rể một người là em vợ đã vượt qua năm câu hỏi và còn ba mươi nhăm triệu
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000049335-1.wav	6.11	thưa quý vị chanh là một trong những loại trai cây có muối phổ biến và được ưa chuộng nhất trên thế giới bởi những tính năng tuyệt vời của nó
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000104786-2.wav	6.178	thưa quý vị và các bạn chương trình chúng tôi là chiến sĩ tuần này phát sóng đúng vào dịp kỉ niệm năm mươi năm ngày truyền thống của nhà máy ích hai tám
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000004870-1.wav	6.25	trước tết bồi dưỡng chính trị thị xã hương trà vừa khai giảng lớp bồi dưỡng lý luận chính trị cho đảng viên mới khóa ba năm hai nghìn không trăm mười tám
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000047439-1.wav	7.43	những cuộc đối thoại có thể khiến người ta thay đổi suy nghĩ và nếu chúng ta trao đổi ý tưởng với nhau chúng ta có thể học hỏi lẫn nhau và từ đó thay đổi quan niệm của mình
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000134827-1.wav	7.84	bạn tất nhiên không muốn đeo một bộ pin lớn trên cơ thể của mình bởi vì nếu bạn ngã hoặc gặp các tai nạn chẳng hạn bạn sẽ gây chấn thương cho chính mình
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000034212-1.wav	6.93	có thể là bản thân những người bảo vệ đó bị tha hóa đi chẳng hạn thì anh có bao giờ anh xử lí những cái vụ việc tương tự như thế không
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000060662-1.wav	7.16	nếu làm các em gái ngạc nhiên thích thú các em gái thích ngựa thích búp bê ba bi vì vậy nhà vừa vui lại vừa hay được các em chơi
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000135923-1.wav	7.23	đó là những người không kiếm được nhiều tiền hoặc sống trong nhà cũ đó là những người đang bị tổn hại nhiều nhất vì cuộc khủng hoảng ngay lúc này
