audio_filepath	duration	text
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000026944-1.wav	5.42	xin chào các bạn đến với bản tin bầu cử tổng thống mỹ hai ngàn mười hai thứ tư ngày mười tháng mười
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000155624-1.wav	2.37	khi mà cưới thì anh mới làm một cái đơn
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000118407-1.wav	5.02	lau ren mo rít sơn đi ngược thời gian đến cây xăng kiểu cũ và huyn đai
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000036812-1.wav	7.17	dạ không cãi nhau thì em không dám cãi nhau đâu tại vì em cãi nhau là cãi không lại đâu
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000018652-1.wav	6.18	bộ tài nguyên và môi trường kịp thời dự báo và cung cấp thông tin về thời tiết và các hiện tượng thời tiết cực đoan để người dân
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000003693-1.wav	4.87	từng bước hiện đại hóa nền hành chính công hướng tới xây dựng một nền hành chính chuyên nghiệp văn minh hiện đại
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000071579-1.wav	1.95	sau đó thì tẩm ướp
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000053417-1.wav	4.57	tại sao người ta cần thiết thì thực ra đầu tiên ở việt nam mình nó chưa có cái mô hình nào giống như vậy
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000062910-1.wav	1.72	mình đến cắt tóc mà
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000036636-1.wav	1.28	không biết từ gì
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000076960-1.wav	5.68	theo kiểu mới năm hai không mười chín hội nghị dưới sự chủ trì của phó chủ tịch ủy ban nhân dân tỉnh nguyễn văn phương
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000070360-1.wav	5.82	quan điểm của lãnh đạo tỉnh nhằm nâng cao khả năng sử dụng thành thạo ngoại ngữ công nghệ thông tin của đội ngũ cán bộ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000038528-1.wav	4.82	nó trời ơi hai bên một bên là mẹ một bên là dì hổng biết nghe ai cái im luôn
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000053837-1.wav	5.23	sau sự cố lò vôi làm tám người bị chết hồi đầu năm hai nghìn không trăm mười sáu ở xã hoàng giang huyện đông cống
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000156908-1.wav	7.5	anh chở em đi đâu cũng được cái chở em đi ăn cái xong bữa đó xui em bị cảm cũng tí ta tí tởn đi mua thuốc
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000014960-2.wav	7.04	những kỹ năng và tri thức để phòng vệ những con đường nông dân khởi nghiệp và sự nỗ lực không mệt mỏi
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000001902-1.wav	2.04	nào chúng ta hãy cùng chụp ảnh với nhau nào
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000089580-1.wav	1.53	hai đứa em tự chọn
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000095759-1.wav	4.12	đúng là tôi đã bổ nhiệm trưởng phòng mới nhưng không phải là ai trong số các cô các cậu cả
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000008103-1.wav	4.66	chỉ cần khách hàng có sử dụng điện thoại bất cứ nhà mạng nào gắn liền với dịch vụ viễn thông của việt theo
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000179522-1.wav	3.12	đứa nào anh nhớ lộn sở thích của đứa nào đúng không
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000130157-1.wav	1.74	tôi rất muốn được đi bầu
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000043271-1.wav	4.38	trong thời điểm chúng tôi thực hiện phóng sự này tại hội trường ủy ban nhân dân thị trấn thuận an
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000069309-1.wav	4.44	chúng tôi đang chờ đợi lá thư của thủ tướng anh thê rê xa mây vào ngày hai mươi chín
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000129190-1.wav	5.457	huấn luyện viên tình nguyện viên cầu thủ bóng đá nữ tổ chức và hỗ trợ tổ chức các giải bóng đá phong trào
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000080235-1.wav	2.72	một cái gian phòng rất là ý nghĩa của ca sĩ dương hồng loan
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000098709-1.wav	3.42	người ta kêu là đọc kinh á cứ như thế như thế hoài
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000114094-1.wav	6.43	thấy các câu hỏi trong ngày hôm nay thì khá là hay và thuộc nhiều vào vùng hiểu biết của em nên là em đã thi khá là tốt
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000009707-1.wav	6.95	nhưng mà anh muốn em hết vậy anh phải ráng những cái lúc mà em mà thấp
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000036884-1.wav	5.75	hai hai hai hai hai hai chiều kim đồng hồ đi một à
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000062418-1.wav	3.04	 vừa rồi bão nhiều nhà mùa này chúng tôi mất trắng không được đồng nào
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000027667-1.wav	6.13	điều trị ung thư vú hiện nay đã có những bước tiến lớn về phương pháp điều trị như phẫu thuật xạ trị hóa chất
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000002214-1.wav	2.83	nhiều lúc là cũng không được bình thường lắm
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000061881-1.wav	6.15	tôi nhận được rất nhiều y meo và điện thoại của các bạn hỏi có phải đây là một vụ thử nghiệm hạt nhân khác nữa không
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000057799-1.wav	4.02	thì coi như là là kêu là béo phì còn đàn bà là trên ba mươi
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000085357-1.wav	2.48	ơ nhưng mà cái vấn đề mà cô ấy không thích anh đúng không
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000037760-1.wav	1.26	tính cách ví dụ
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000004754-2.wav	1.76	cùng bạn a tham gia chương trình
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000098324-1.wav	3.48	em giúp thì em cũng giúp được thế nhưng mà chả giúp tay không
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000095090-1.wav	3.19	thế là kị đấy kị mà không làm được đúng không thôi mình về nhớ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000036749-1.wav	4.39	cảm động chứ anh và lúc đó là trao nụ hôn đầu tiên
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000167539-1.wav	2.55	chính xác đây là lần thứ hai mình xuất hiện trên ti vi nên là
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000070756-1.wav	1.61	thì qua bác bác cho sanh luôn
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000060124-1.wav	4.04	là dịch vụ tư vấn trực tuyến sẽ giúp giải đáp tất cả các vấn đề về sâu bệnh hại
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000126517-1.wav	1.51	dạ sau cấp cứu
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000075886-1.wav	1.92	quá làm gì có con nào
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000019335-1.wav	7.13	truy cập diu túp ba en vê tê xê mười sáu nhấn nút đăng ký kênh vê tê xê mười sáu và đặt câu hỏi ở phần bình luận
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000056459-1.wav	4.14	ờ chắc là cháu nhìn nhầm rồi chú không quen cháu
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000034349-1.wav	3.79	bà nói hay lắm hôm qua bà kêu nhiều hơn cả tôi đấy
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000002469-1.wav	5.5	kính thưa quý vị trước hết chúng tôi xin thay mặt nhật báo người việt à mong quý vị thứ lỗi cho
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000096346-1.wav	5.4	và hãy nhớ rằng tiền rất quan trọng đừng để rơi nó đừng để mất nó
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000094180-1.wav	2.8	tên này vừa mới quay trộm cháu thay quần áo ở trên phòng
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000155022-1.wav	4.55	dạ thì à cũng a cái điều này là cái điều mà
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000046134-1.wav	3.46	phải liên hệ với giáo viên tiếng anh phải tìm quán cà phê thì lúc đó quyền bắt đầu
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000094968-1.wav	4.67	tân hoa xã loan tin rằng ông lưu thiết nam bị kết tội nhận hối lộ năm phẩy tám triệu đô la
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000009989-1.wav	4.33	vậy đi sau cuộc thi tuần thì bạn có kỉ niệm nào đặc biệt với ô lim pi a không ạ
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000042137-1.wav	6.65	cái thời gian rất là nhanh trong cái suy nghĩ chủ yếu là mình phải chia cái lượng tiền cho nó hào sảng một mức phù hợp
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000110395-1.wav	2.51	 có biết huynh nói như vậy xã hội người ta sẽ nói huynh ra sao không
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000190442-1.wav	3.61	nên là rất mong là mọi người sẽ theo dõi và ủng hộ cho
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000218370-3.wav	2.87	chúng tôi dành cho bốn từ hàng ngang gợi ý như sau
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000002485-1.wav	5.86	khi mà các anh bán những căn hộ này thì anh có đăng ký ư ơ danh sách lên trên sở xây dựng hà nội không ạ
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000036829-1.wav	5.86	và nhận thức người lao động và sử dụng lao động đối với vai trò vị trí tổ chức công đoàn tại đơn vị doanh nghiệp chưa cao
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000108017-1.wav	4.11	xin hỏi là đã cầm tay hay ôm nhau bao giờ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000218081-1.wav	5.68	cóc thì tôi không thiếu nhưng quan trọng là bà có tin tôi hông
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000150540-1.wav	5.55	dạ có nghĩa là bọn em đã rất cố gắng để có thể cùng nhau người ta nói ba năm đầu hôn nhân là khó khăn nhất
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000002955-1.wav	3.88	bố con anh về quê ăn tết đây em thích đi du lịch ý thì đi một mình nhá đi
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000192127-1.wav	6.38	ờ và chặng đường tiếp theo thì bạn có cần cái sự hỗ trợ từ phía anh o li xi nữa không
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000074789-1.wav	3.6	cảm ơn sự quan tâm theo dõi của quý vị và các bạn thân ái chào tạm
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000088877-1.wav	3.06	tiếp tục chương trình là tin tức hoạt động diễn ra tại các đơn vị địa phương
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000180462-1.wav	6.16	ơ anh trung anh sao thế ạ có khi nào tự kỉ rồi chết trong tư thế ngồi không chị
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000023462-1.wav	5.74	cựu tổng thống gim mi co đờ không cho thấy bất kỳ dấu hiệu nào của đau đớn hay mệt mỏi ông đi đứng không cần trợ giúp
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000103840-1.wav	3.41	và bây giờ thì bạn đã thực sự cảm thấy tự tin để bước vào phần thi khởi động chưa
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000025081-1.wav	1.93	quy hoạch vùng và quy hoạch tỉnh
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000074231-1.wav	1.58	ê kíp sản xuất chương trình
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000030733-1.wav	4.85	ờ những cái hình ảnh đấy được đưa lên đấy mọi người sẽ nói là anh là anh trai mưa quốc dân
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000037960-2.wav	1.75	chia sẻ điều gì với mẹ chồng không
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000218007-1.wav	5.08	hội của em đấy thầy đừng có lôi hội của thầy ra mà dọa em ơ thế thì nguyên văn đấy như nào
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000022098-1.wav	2.83	bạn là thành viên đầu tiên và thành viên thứ hai là
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000043456-1.wav	1.73	cái chủ yếu của em á là
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000106323-1.wav	7.77	tôi lấy con diều ra chứ làm gì tư tưởng đồi trụy suốt ngày coi phim hàn quốc riết bị nhiễm đúng không
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000013043-1.wav	5.18	cũng đã trao giấy chứng nhận đầu tư cho bốn nhà đầu tư tham gia vào lĩnh vực công nghệ thông tin trên địa bàn tỉnh
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000051038-1.wav	1.94	mười bảy năm một chặng đường và hơn thế nữa
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000075967-1.wav	3.68	khổ quá đấy cùng họ gặm nhấm với nhau cả khác cái gì đâu
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000048681-1.wav	5.32	trên địa bàn tỉnh hiện có ba doanh nghiệp chế biến muối với tổng công suất thiết kế ba mươi nghìn tấn muối một năm
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000002085-1.wav	4.73	anh tôm my đã bị bắn sau khi anh dùng một cây bút tấn công hai viên cảnh sát văn phòng cảnh sát nói rằng
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000095708-1.wav	3.57	chú nói chuyện hư cấu nó vừa thôi không làm gì mà nàng lại đá chú
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000055301-1.wav	4.92	còn bạn nghĩ sao về cốc trà sữa sáu mươi nghìn
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000113587-1.wav	2.69	thốt nốt cây thốt nốt là một cây cũng rất là đặc trưng
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000084118-1.wav	5.31	hy lạp cô lum bi a bỉ nam phi hà lan lúc xăm bua vào hoa kỳ
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000001347-1.wav	4.8	tại vì á chị đang rất là tự tin vô số ký của chị
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000054350-1.wav	2.1	không nói lời rồi bao nhiêu lâu mới về gặp mẹ
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000069211-1.wav	1.58	con biết bài ca 
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000027490-1.wav	6.15	phát sóng trên truyền hình vệ tinh lúc mười hai giờ trưa việt nam ngày mười lăm tháng tám hai ngàn mười lăm trà my kính chào quý vị
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000175994-1.wav	1.75	mời chị vũ thị phương anh
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000088644-1.wav	6.94	đặc biệt ứng dụng sẽ tự động cập nhật tin nóng và cho bạn gửi trực tiếp vi đi ô hình ảnh âm thanh đến cho chúng tôi
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000003220-1.wav	3.62	đối với nông dân kết nối với người tiêu dùng bận rộn thế này là rất quan trọng
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000103068-1.wav	5.74	cạn chén rượu diêm trung dương chiều lãng đãng mà nghe dĩ vãng đau thương
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000016093-1.wav	3.73	tôi rất là sợ tôi rất là xin lỗi điều đó nhưng mà tôi bị cái cảm nhận đó
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000049436-1.wav	1.35	một cách hiệu quả
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000111964-1.wav	3.99	đã bao giờ cầm một lúc hai trăm triệu trong tay chưa
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000103670-1.wav	5.14	tha cho em đi em còn chưa kịp cưới vợ sinh con báo hiếu với bố mẹ em nữa
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000080680-1.wav	4.23	sao anh lại làm như thế tại sao vừa tán tỉnh tôi mà lại vừa quay lại cờ líp bạn tôi thay đồ
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000147805-1.wav	3.59	 về những cái chương trình của những nước thì mình phải hiểu về cái lịch
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000021470-1.wav	6.8	đây là sia ri a thủ đô đa ma cốt còn đây là tỉnh i tờ líp
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000008571-1.wav	1.76	ơ mà lẵng hoa của anh đâu rồi
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000152441-1.wav	1.03	dạ có nhưng mà ít hơn
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000005830-1.wav	3.04	bây giờ hỏi cũng nhiều rồi bây giờ sẽ có gợi ý luôn
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000052565-1.wav	3.23	mua từ những nhà khác thì nó không có phổ biến bằng cái chuyện mà tự làm ra
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000156257-2.wav	2.01	tác dụng của nó là mình uống
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000168418-1.wav	1.42	và đây là câu hỏi
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000111986-1.wav	6.63	trung quốc tiếp tục đưa tàu hải giám ra biển đông đó là một số tin đáng chú ý sau đây là bản tin chi tiết
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000066028-1.wav	1.6	hấp dẫn nhất là phần nào
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000039191-1.wav	3.09	của trong những cái sản phẩm của cô cô cũng không để ý
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000130017-1.wav	1.8	tập trung là bánh mì má hải
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000008762-1.wav	6.02	từng ngày trôi qua biết bao niềm vui và bao tiếng cười
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000129917-1.wav	2.85	ngày kia để tôi hỏi thằng dự dự
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000145526-1.wav	5.17	lần đầu tiên gặp mẹ vợ ớ thì nhìn mẹ đẹp lắm mẹ lúc trước là rất là đẹp hiện tại cũng rất là đẹp
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000069121-1.wav	1.34	lá dứa nó chỉ làm thơm
