audio_filepath	duration	text
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000003594-1.wav	4.93	đó là tập tính bẩm sinh ạ khi nung nóng thuốc tím để điều chế ô xi ta thu được ô xít của kim loại nào
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000205965-1.wav	2.22	nghiên cứu để tìm ra những cách làm
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000100224-1.wav	6.98	nhớ cố hương thắt thẻo bởi thân mình sống gởi ở tha bang
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000082078-1.wav	1.06	em đang cảm thấy 
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000026944-1.wav	5.42	xin chào các bạn đến với bản tin bầu cử tổng thống mỹ hai ngàn mười hai thứ tư ngày mười tháng mười
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000083069-1.wav	3.88	cái mùi này nó phảng phất phảng phất thơm ghê lun ớ
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000013215-1.wav	2.37	đủ dũng tường trình cho nhật báo người việt
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000101315-1.wav	2.77	ơ tại sao lại đứng ở dưới rồi ngước lên nhìn ạ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000155624-1.wav	2.37	khi mà cưới thì anh mới làm một cái đơn
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000007660-1.wav	1.2	bò sát thì con nào to
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000118407-1.wav	5.02	lau ren mo rít sơn đi ngược thời gian đến cây xăng kiểu cũ và huyn đai
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000036812-1.wav	7.17	dạ không cãi nhau thì em không dám cãi nhau đâu tại vì em cãi nhau là cãi không lại đâu
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000018652-1.wav	6.18	bộ tài nguyên và môi trường kịp thời dự báo và cung cấp thông tin về thời tiết và các hiện tượng thời tiết cực đoan để người dân
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000003693-1.wav	4.87	từng bước hiện đại hóa nền hành chính công hướng tới xây dựng một nền hành chính chuyên nghiệp văn minh hiện đại
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000071579-1.wav	1.95	sau đó thì tẩm ướp
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000053417-1.wav	4.57	tại sao người ta cần thiết thì thực ra đầu tiên ở việt nam mình nó chưa có cái mô hình nào giống như vậy
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000062910-1.wav	1.72	mình đến cắt tóc mà
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000036636-1.wav	1.28	không biết từ gì
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000076960-1.wav	5.68	theo kiểu mới năm hai không mười chín hội nghị dưới sự chủ trì của phó chủ tịch ủy ban nhân dân tỉnh nguyễn văn phương
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000070360-1.wav	5.82	quan điểm của lãnh đạo tỉnh nhằm nâng cao khả năng sử dụng thành thạo ngoại ngữ công nghệ thông tin của đội ngũ cán bộ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000038528-1.wav	4.82	nó trời ơi hai bên một bên là mẹ một bên là dì hổng biết nghe ai cái im luôn
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000053837-1.wav	5.23	sau sự cố lò vôi làm tám người bị chết hồi đầu năm hai nghìn không trăm mười sáu ở xã hoàng giang huyện đông cống
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000177879-1.wav	5.31	vầng chúc bạn thành công với ngôi sao hi vọng bạn hãy trả lời một câu hỏi của nhóm phóng viên ô lim pi a
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000156908-1.wav	7.5	anh chở em đi đâu cũng được cái chở em đi ăn cái xong bữa đó xui em bị cảm cũng tí ta tí tởn đi mua thuốc
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000014960-2.wav	7.04	những kỹ năng và tri thức để phòng vệ những con đường nông dân khởi nghiệp và sự nỗ lực không mệt mỏi
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000129712-2.wav	2.15	này sao mày lại ăn mặc thế này
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000001902-1.wav	2.04	nào chúng ta hãy cùng chụp ảnh với nhau nào
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000089580-1.wav	1.53	hai đứa em tự chọn
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000095759-1.wav	4.12	đúng là tôi đã bổ nhiệm trưởng phòng mới nhưng không phải là ai trong số các cô các cậu cả
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000077429-1.wav	1.67	để có thể giới thiệu mình nữa phải không ạ
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000008103-1.wav	4.66	chỉ cần khách hàng có sử dụng điện thoại bất cứ nhà mạng nào gắn liền với dịch vụ viễn thông của việt theo
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000179522-1.wav	3.12	đứa nào anh nhớ lộn sở thích của đứa nào đúng không
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000130157-1.wav	1.74	tôi rất muốn được đi bầu
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000176849-2.wav	4.25	là bạn gái anh
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000043271-1.wav	4.38	trong thời điểm chúng tôi thực hiện phóng sự này tại hội trường ủy ban nhân dân thị trấn thuận an
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000069309-1.wav	4.44	chúng tôi đang chờ đợi lá thư của thủ tướng anh thê rê xa mây vào ngày hai mươi chín
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000129190-1.wav	5.457	huấn luyện viên tình nguyện viên cầu thủ bóng đá nữ tổ chức và hỗ trợ tổ chức các giải bóng đá phong trào
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000080235-1.wav	2.72	một cái gian phòng rất là ý nghĩa của ca sĩ dương hồng loan
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000020895-2.wav	4.01	những vấn đề nảy sinh ý
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000098709-1.wav	3.42	người ta kêu là đọc kinh á cứ như thế như thế hoài
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000114094-1.wav	6.43	thấy các câu hỏi trong ngày hôm nay thì khá là hay và thuộc nhiều vào vùng hiểu biết của em nên là em đã thi khá là tốt
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000009707-1.wav	6.95	nhưng mà anh muốn em hết vậy anh phải ráng những cái lúc mà em mà thấp
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000036884-1.wav	5.75	hai hai hai hai hai hai chiều kim đồng hồ đi một à
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000062418-1.wav	3.04	 vừa rồi bão nhiều nhà mùa này chúng tôi mất trắng không được đồng nào
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000027667-1.wav	6.13	điều trị ung thư vú hiện nay đã có những bước tiến lớn về phương pháp điều trị như phẫu thuật xạ trị hóa chất
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000002214-1.wav	2.83	nhiều lúc là cũng không được bình thường lắm
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000038449-1.wav	1.0	sau lưng con á
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000061881-1.wav	6.15	tôi nhận được rất nhiều y meo và điện thoại của các bạn hỏi có phải đây là một vụ thử nghiệm hạt nhân khác nữa không
F:\vlsp2020_train_set_02\database\database_sa1_Jan08_Mar19_cleaned_utt_0000057799-1.wav	4.02	thì coi như là là kêu là béo phì còn đàn bà là trên ba mươi
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000085357-1.wav	2.48	ơ nhưng mà cái vấn đề mà cô ấy không thích anh đúng không
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000081519-1.wav	1.68	vào vị trí nhận đạn
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000061267-4.wav	3.41	chẳng thể biết bao nhiêu lệ rơi
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000037760-1.wav	1.26	tính cách ví dụ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000077279-1.wav	1.63	anh chị buồn cười thế nhờ
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000004754-2.wav	1.76	cùng bạn a tham gia chương trình
F:\vlsp2020_train_set_02\database\database_sa4_2019-01-08_2020-03-16_cleaned_utt_0000054794-1.wav	3.86	bơ lạc này dù là tinh than hay là
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000012153-1.wav	3.23	nói chung là yêu nhau hơn rồi đi ăn với nhau nhiều hơn rồi rì viu phây búc nhiều nhiều nữa nha
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000069558-1.wav	1.36	anh chốt a đúng hông
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000098324-1.wav	3.48	em giúp thì em cũng giúp được thế nhưng mà chả giúp tay không
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000095090-1.wav	3.19	thế là kị đấy kị mà không làm được đúng không thôi mình về nhớ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000143636-3.wav	2.07	đầy đủ cơ sở ở đó
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000214442-1.wav	4.27	trời ơi mới tặng bông mà kiếm cái gì nữa kêu ổng đi về đi
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000036749-1.wav	4.39	cảm động chứ anh và lúc đó là trao nụ hôn đầu tiên
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000010359-1.wav	5.08	không có dám kiếm thêm anh ơi tại vì vợ hay lắm nói chung là dục dịch dục dịch là vợ phát hiện liền à
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000037243-1.wav	3.24	cái mâu thuẫn này đến từ ờ mâu thuẫn giữa tiên cúc ki và bích phương
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000221518-1.wav	1.51	xin chúc mừng bạn xuân kiệt đã khởi động xong
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000023024-1.wav	1.7	mùa cây thay lá em
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000167539-1.wav	2.55	chính xác đây là lần thứ hai mình xuất hiện trên ti vi nên là
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000116197-1.wav	6.6	thắng cố là lòng tươi mang ở chợ về chả rửa chả ráy gì xong cho thẳng vào nồi ý
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000070756-1.wav	1.61	thì qua bác bác cho sanh luôn
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000060124-1.wav	4.04	là dịch vụ tư vấn trực tuyến sẽ giúp giải đáp tất cả các vấn đề về sâu bệnh hại
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000079496-1.wav	1.6	anh định làm cái gì đấy
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000126517-1.wav	1.51	dạ sau cấp cứu
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000072976-1.wav	3.88	họ có điều gì muốn giới thiệu về bản thân mình khi đến với sân chơi của chúng tôi là chiến sĩ ngày hôm nay
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000055741-1.wav	2.62	để em tự kiếm để em tự
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000062596-1.wav	3.81	trời ơi anh ơi cái đó là thôi thường xuyên luôn thí dụ thí dụ nha
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000075886-1.wav	1.92	quá làm gì có con nào
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000065465-1.wav	2.43	đúng như đánh bạc là vì làm sao đấy như vừa rồi bão
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000097192-1.wav	1.76	thì đại ca phải hỏi em ý đại ca hỏi em
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000099715-1.wav	1.39	nhưng mà cái chính là chơi có hay không ạ
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000019335-1.wav	7.13	truy cập diu túp ba en vê tê xê mười sáu nhấn nút đăng ký kênh vê tê xê mười sáu và đặt câu hỏi ở phần bình luận
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000056459-1.wav	4.14	ờ chắc là cháu nhìn nhầm rồi chú không quen cháu
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000034349-1.wav	3.79	bà nói hay lắm hôm qua bà kêu nhiều hơn cả tôi đấy
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000103225-1.wav	1.56	sao anh đến sớm thế
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000193601-1.wav	3.32	với âm nhạc mà theo như bạn mô tả thì nó rất là giống một tình yêu sét đánh
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000050817-3.wav	6.31	ngờ mày lại là người ích kỉ và xấu xa đến như dậy đó tiên
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000052362-1.wav	3.37	tớ không tin một ai cả vì vậy mỗi ngày mỗi một ngày mà
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000002469-1.wav	5.5	kính thưa quý vị trước hết chúng tôi xin thay mặt nhật báo người việt à mong quý vị thứ lỗi cho
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000096346-1.wav	5.4	và hãy nhớ rằng tiền rất quan trọng đừng để rơi nó đừng để mất nó
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000094180-1.wav	2.8	tên này vừa mới quay trộm cháu thay quần áo ở trên phòng
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000155022-1.wav	4.55	dạ thì à cũng a cái điều này là cái điều mà
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000046134-1.wav	3.46	phải liên hệ với giáo viên tiếng anh phải tìm quán cà phê thì lúc đó quyền bắt đầu
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000207995-1.wav	2.41	em cũng không biết vì sao lại thành ra thế này nữa
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000048178-1.wav	3.63	phải linh hoạt để để mà ứng xử để cho phù hợp với hoàn cảnh của mình
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000094968-1.wav	4.67	tân hoa xã loan tin rằng ông lưu thiết nam bị kết tội nhận hối lộ năm phẩy tám triệu đô la
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000009989-1.wav	4.33	vậy đi sau cuộc thi tuần thì bạn có kỉ niệm nào đặc biệt với ô lim pi a không ạ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000202478-1.wav	2.53	trời ơi trời ơi trời ơi
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000042137-1.wav	6.65	cái thời gian rất là nhanh trong cái suy nghĩ chủ yếu là mình phải chia cái lượng tiền cho nó hào sảng một mức phù hợp
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000016499-1.wav	3.51	là mình ghép chữ nè chữ pô a pa nè
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000110395-1.wav	2.51	 có biết huynh nói như vậy xã hội người ta sẽ nói huynh ra sao không
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000190442-1.wav	3.61	nên là rất mong là mọi người sẽ theo dõi và ủng hộ cho
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000042881-2.wav	1.25	phương pháp chăm con như thế nào ạ
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000043783-1.wav	1.84	ô thế bây giờ em muốn trượt à
F:\vlsp2020_train_set_02\database\database_sa4_Mar17_toApril11_cleaned_utt_0000102090-1.wav	5.88	à đuổi rùa cái gì bắt gà ăn thịt á nằm gốc mít khóc mẹ hu hu cái gì đó
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000218370-3.wav	2.87	chúng tôi dành cho bốn từ hàng ngang gợi ý như sau
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000002485-1.wav	5.86	khi mà các anh bán những căn hộ này thì anh có đăng ký ư ơ danh sách lên trên sở xây dựng hà nội không ạ
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000036262-1.wav	3.16	từ cái gì nó tới nó sẽ tới thôi ừ
F:\vlsp2020_train_set_02\database\database_sa3_Jan21_Apr24_cleaned_utt_0000036829-1.wav	5.86	và nhận thức người lao động và sử dụng lao động đối với vai trò vị trí tổ chức công đoàn tại đơn vị doanh nghiệp chưa cao
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000108017-1.wav	4.11	xin hỏi là đã cầm tay hay ôm nhau bao giờ
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000218081-1.wav	5.68	cóc thì tôi không thiếu nhưng quan trọng là bà có tin tôi hông
F:\vlsp2020_train_set_02\database\database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000150540-1.wav	5.55	dạ có nghĩa là bọn em đã rất cố gắng để có thể cùng nhau người ta nói ba năm đầu hôn nhân là khó khăn nhất
F:\vlsp2020_train_set_02\database\database_sa2_Jan4_Feb29_cleaned_utt_0000028722-1.wav	3.34	thì không biết là thầy lang có suy nghĩ như thế không khi mà nghe các bạn trẻ ở đây nói ạ
F:\vlsp2020_train_set_02\database\database_sa1_Mar20_May04_cleaned_utt_0000046576-1.wav	1.38	nhớ hôm đấy trời rất là lạnh
F:\vlsp2020_train_set_02\database\database_sa3_1_150h_15Jan2020_cleaned_utt_0000002955-1.wav	3.88	bố con anh về quê ăn tết đây em thích đi du lịch ý thì đi một mình nhá đi
