F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_002997.wav	2.376	tuy nhiên kế hoạch này khiến tôi rất băn khoăn
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011006.wav	4.344	cơ quan quản lý sẽ giám sát nắm bắt thông tin thị trường chính xác
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001743.wav	1.82498	một ly rượu vang nhé
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009530.wav	2.11298	tôi đang làm việc toàn thời gian cho dự án
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011092.wav	3.024	cầu chúc sức khỏe cho người thân bạn bè
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001669.wav	1.77698	vui lòng mở áo đến thắt lưng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010445.wav	2.37698	tôi muốn một cuộc kiểm tra y khoa toàn diện
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008653.wav	2.20898	anh ta có cá tính không thân thiện
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003673.wav	3.984	nếu em muốn mượn bờ vai anh anh có đồng ý không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001525.wav	3.57698	qua đó họ có thể đưa ra các biện pháp bảo vệ rùa thông qua
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007391.wav	2.85698	chúng ta đã không gặp nhau hơn bốn năm nay rồi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007692.wav	1.75298	chúng tôi muốn đi trượt nước
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008761.wav	1.94498	công việc ở nhà máy thoải mái
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006871.wav	4.416	tuy nhiên giá thu mua không được thông báo cụ thể
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001592.wav	3.744	hỏi về tương lai tiến chỉ vào bộ đồ nghề
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009044.wav	3.816	đích của phát triển là vì con người cho con người
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009620.wav	3.576	đi được nửa ngày chúng tôi tưởng anh bị đau chân
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013243.wav	2.68898	điều đó chắn chắn là một thất vọng lớn đối với quí vị
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013490.wav	1.82498	hình tôi gửi rửa xong chưa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006441.wav	2.49698	cô ấy có thể gởi bảo đảm bức thư này không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011706.wav	2.56898	biên bản cuộc họp đã được ghi lại
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003020.wav	2.35298	anh có thể làm nó lớn hơn không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010326.wav	3.936	và ở đâu người ta cũng phải bàn tới tính khả thi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007742.wav	2.56898	cảm ơn bây giờ tôi cảm thấy khỏe hơn rồi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000694.wav	3.93698	khai báo điện tử nhanh chóng hơn
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008993.wav	2.16098	ở đây hút thuốc được không cô
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010505.wav	3.36	các yếu tố bên ngoài bên trong luôn thay đổi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006889.wav	2.18498	chìa khóa phòng tôi không hoạt động
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003913.wav	4.896	các cổ phiếu khác giao dịch ở mức thấp mức tăng giảm không đáng kể
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003916.wav	4.704	bên cạnh công nghệ hằng còn rất thích đi du lịch
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005653.wav	2.35298	tôi không thể nhớ bất cứ điều gì
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004625.wav	4.968	cũng theo ông phúc lan đã bằng lòng kết hôn
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010163.wav	2.40098	nhà chung cư là sở hữu của dân
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010101.wav	3.48	sau đó mỗi cặp vợ chồng đều sinh đôi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001224.wav	3.76898	đi lên đó là hướng bắc anh biết mà
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010911.wav	3.64898	nếu vậy tôi nên rời khỏi đây lúc nào để xem buổi diễn
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009677.wav	3.12098	bạn có thể gọi tất cả những món hàng này riêng rẽ được không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000976.wav	1.94498	anh có thể gửi nó không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011755.wav	2.784	tôi cũng có công việc tương lai của tôi
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009749.wav	3.744	quả thật khán giả xem phim đã không phải thất vọng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013482.wav	1.36898	chứng khó tiểu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009528.wav	3.984	cách đây ít hôm tôi có đi máy bay tới đà nẵng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009593.wav	3.144	hiện nay điều này đã được nhìn nhận đánh giá lại
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010916.wav	3.024	càng về khuya xuất hiện nhiều tốp đua xe
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010190.wav	3.264	quảng cáo là vấn đề của niềm tin chứ không phải lý trí
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013472.wav	2.37698	chúng tôi sẽ không đáp chuyến bay sáng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001325.wav	4.08098	có danh sách vô tận các nơi hấp dẫn chẳng hạn
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013236.wav	1.89698	màn ăn mừng thi uống bia bắt đầu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009738.wav	4.776	cái kem to khổng lồ tôi không thể ăn thêm được nữa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009346.wav	3.79298	tôi rất tiếc ông ấy hiện đang đi nghỉ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004374.wav	3.60098	con đường dài lắm sao anh để em đi một mình
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011456.wav	1.51298	tôi có thể xem nó ở đâu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008021.wav	1.53698	cho phép tôi đi qua
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010781.wav	2.59298	bảy mươi tám bảy mươi chín
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003819.wav	4.224	ngay lập tức chủ nhà đã gọi điện báo cơ quan ca
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003919.wav	3.024	trên phương diện này chẳng có gì để lo lắng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002360.wav	2.83298	tôi nghĩ anh này không thể làm công an được
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012698.wav	4.24898	động thái này của hãng nhằm thu hút thêm người dùng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006346.wav	2.976	người mà tôi gọi là bác lại chính là bố đẻ của tôi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013622.wav	1.68098	cái này làm từ chất liệu gì
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001398.wav	4.656	đáng tiếc rằng trước đây các em đã từng là những học sinh ngoan
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010863.wav	3.984	đây là trận đầu tiên của chúng tôi toàn đội rất quyết tâm để giành chiến thắng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011417.wav	2.64098	chúng ta sẽ chờ cho có bàn trống hoặc đi nơi khác
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006268.wav	2.85698	giá bán đồng yên nhật của quý vị hôm nay là bao nhiêu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_008725.wav	2.616	tối qua thầy tiến đánh con nhiều lắm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000353.wav	1.87298	tôi đến cùng bạn tôi được không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009246.wav	3.21698	chúng ta tự trả tiền phần của mình thì sao
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002203.wav	1.10498	anh muốn nói gì
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009254.wav	2.73698	anh có thể cho tôi xem món đồ rẻ hơn không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010363.wav	4.464	tôi e rằng tôi không thể chúng tôi sẽ quay lại
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006746.wav	2.42498	ước gì có ai đi qua cho tui tiền
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009000.wav	2.85698	hết mì gói rồi mày ăn tạm gà nướng nha
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012452.wav	3.02498	thế giới kỳ thú sầu riêng nhẹ mùi như
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000928.wav	2.25698	hãy cho tiền vào thùng vé khi anh xuống xe
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011130.wav	4.36898	hệ thống phòng ngự tài năng và giàu kinh nghiệm
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011084.wav	3.216	không tôi đã có ba tiền đạo và như thế là đủ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010256.wav	1.03298	ngồi
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010775.wav	3.216	tôi có thể ở đây để xem trận đấu được không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006354.wav	1.99298	làm ơn chờ ở đây một phút
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009015.wav	2.54498	tôi có thể đổi sang ghế này được không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006079.wav	2.56898	đi theo con đường này thẳng đến quốc lộ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007488.wav	1.41698	nó hơi ngọt
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001140.wav	4.104	bùi văn tuân trông khá điển trai nói năng lưu loát
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012052.wav	4.34498	sẽ được miễn cho tất cả các nhà đầu tư cá nhân
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011116.wav	4.944	do vậy nhiều ngành điểm chuẩn tương đương với năm trước
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010335.wav	2.73698	chúng tôi không có thời gian cho một tuyến đường
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012914.wav	3.04898	nhiệt độ của tôi bây giờ là bao nhiêu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013269.wav	4.48898	quí vị có thể muốn thử một chương trình luyện tập tốt
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006799.wav	2.23298	từ khi họ còn là trẻ con
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001837.wav	3.816	rời quân ngũ ông tham gia công tác tại địa phương
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009473.wav	1.46498	mã vùng là không ba
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010422.wav	4.392	được một thời gian tôi đã đỡ đau rất nhiều
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013256.wav	2.80898	chúng ta phải ủng hộ tinh thần nhóm thiểu số
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001813.wav	4.344	thế nhưng đây chỉ là giá chào còn giá bán thực tế rất khó xác định
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004474.wav	4.488	tuy nhiên về lâu dài đó không phải là cách làm hoàn toàn đúng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011002.wav	3.624	chiếc đồng hồ tôi mua ngày hôm qua bị chết rồi
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011188.wav	4.104	nhưng vài năm gần đây bà thấy không thể ở với ông được nữa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004898.wav	2.78498	đó không phải là việc của tôi
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003967.wav	2.976	đầu tiên cô tham gia giới thiệu bộ phim mới
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007584.wav	2.08898	bạn có muốn uống một tách cà phê nữa không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_002537.wav	4.584	dân số già chi tiêu cho y tế tiền lương hưu tăng cao
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_014049.wav	3.02498	bất chấp sự ngăn cản của cơ quan chức năng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002048.wav	1.60898	vui lòng ngồi xuống bàn
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006814.wav	4.17698	làm ơn cho tôi thịt lợn muối cà chua và pho mát
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_006771.wav	3.984	làm ơn chỉ giùm tôi cửa hàng tạp hoá ở đâu
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012855.wav	3.00098	anh có thể hạ máy sấy xuống một chút không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011054.wav	3.88898	vậy mà công an cũng phải dạt ra không dám phạt
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001294.wav	1.05027	chúng tôi bị quấy
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011255.wav	3.38498	bạn thô lỗ với phe khác giới
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002424.wav	2.06498	cô ấy có đang chờ cuộc gọi của anh không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003744.wav	1.46498	ai đã làm nó
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_008338.wav	4.728	tuy việt nam có nhiều đại học nhưng số giảng viên thì ít hơn thái lan
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003375.wav	3.64898	kêu gọi sự quan tâm và chung sức hành động của cả cộng đồng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_004817.wav	1.87298	loại khách sạn nào bạn muốn tìm
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001084.wav	4.656	cuối cùng giúp bé ôn tập lại những bài vừa làm
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003332.wav	4.104	anh có thể chuyển nó đến khách sạn của tôi không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006870.wav	3.33698	kể cả giấy dép cũng bị ra rìa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_002955.wav	3.36098	tôi chưa nhận được đồ giặt tôi đưa cho anh cách đây ba ngày
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011307.wav	3.624	lúc mới yêu nhau chồng đã biết tính vợ mê du lịch
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_007671.wav	4.056	thế nhưng không phải không có những băn khoăn
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_008248.wav	4.008	tay vợt hiện đứng thứ tư thế giới chưa có danh hiệu grand slam nào
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008800.wav	2.18498	làm ơn cho tôi thuốc giảm đau được không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001288.wav	1.72898	anh ta thích phim lãng mạn
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010373.wav	4.248	và tất nhiên không ai muốn thừa nhận việc mình làm
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011691.wav	3.264	tôi nói sẽ từ bỏ tuấn sẽ làm lại từ đầu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_009652.wav	3.984	những hoạt động như thế rất cần thiết nhưng đó mới chỉ là bước đầu
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_008756.wav	3.384	nếu vậy mọi người đóng phí vào để hưởng dịch vụ
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_007974.wav	4.08	tuy nhiên khối lượng giao dịch rất ít trung bình vài trăm lượng mỗi ngày
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009925.wav	3.38498	lòng đỏ trứng gà trộn với gạo lứt phơi khô
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004037.wav	4.344	vả lại phim tôi làm là phim tình cảm
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008379.wav	2.71298	ở anh người ta có cái nhìn như thế nào về bóng đá đức
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010448.wav	2.88098	ôi trời ơi tôi là người hâm mộ bạn nhiều nhất
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006826.wav	2.04098	xe lửa trễ giờ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_003630.wav	3.96098	tất cả các vị khách đều bày tỏ sự thích thú đặc biệt
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_010762.wav	2.83298	một mạch cả thảy bảy bài hát
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006719.wav	4.99298	trường là người rất có kỷ luật nhưng làm việc hơi cẩu thả một chút
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_005045.wav	4.632	và họ trao gửi những thông điệp cả những bức xúc
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004450.wav	4.92	không có anh tôi không biết phải xoay sở như thế nào
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005463.wav	2.37698	một phòng đơn không có vòi tắm
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_000788.wav	4.536	bạn có đóng cửa hàng vào này cuối tuần không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_012032.wav	3.96098	tôi đã chán ngấy với những buổi gặp gỡ giao lưu tạo cảm hứng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013643.wav	2.25698	hãy kiểm tra bộ chế hòa khí
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003852.wav	4.416	chẳng có gì họ chê càng nhiều càng tốt
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005174.wav	4.63298	lên thủ đô nhập học hầu hết tân sinh viên ngoại tỉnh nào cũng có người thân đi cùng
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_000672.wav	2.664	đây có phải là đường tới khách sạn không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008140.wav	3.38498	mua lại sáp nhập sẽ là chuyện cơm bữa
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010468.wav	3.6	cháu thích những vị cốm đậu xanh của kem tràng tiền
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_004256.wav	4.392	khi chúng ta được truyền cảm hứng chúng ta thích thú công việc của chúng ta
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008262.wav	2.61698	gần đây có một công viên giải trí
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005128.wav	2.49698	một gói nhỏ là được
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006514.wav	4.41698	dự kiến phiên xử diễn ra trong hai ngày
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001793.wav	2.73698	vui lòng cho tôi xem sách hướng dẫn khách du lịch
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_008010.wav	2.97698	phát hiện mặt nạ cổ bằng vàng
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006348.wav	3.14498	được giao chỉ tiêu trong tháng mười một
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_011595.wav	2.23298	tờ báo trên bàn vừa mới được đọc
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_005747.wav	3.624	tại chợ hôm thịt lợn thịt bò cũng tăng mạnh
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_003383.wav	4.872	khi nó xảy đến tôi đã buồn phiền vì nó rất nhiều
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000541.wav	4.46498	vợ đánh chồng vì không kiếm được tiền
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_000398.wav	3.43298	tôi hy vọng thời tiết sẽ sớm sáng sủa
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_009458.wav	2.95298	cho tôi xin lỗi tôi không bật được truyền hình
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_010978.wav	4.656	văn bản quy phạm pháp luật cấp chính phủ cấp bộ còn thiếu nhiều
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_001352.wav	2.544	làm ơn tôi có thể được trả lại tiền không
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_005133.wav	2.28098	được nhưng anh phải đến phòng nhập cư
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_001924.wav	3.02498	tôi có thể đặt đồ dùng cá nhân của mình ở kia không
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_007203.wav	4.92	là cha mẹ ai mà không yêu thương thao thức về con cái
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_008624.wav	4.224	trong khi đó ông vẫn để ngỏ khả năng chiêu mộ tuyển thủ xứ samba
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_005084.wav	3.936	nhưng lúc cần mạnh tranh cướp bóng cô vẫn rất mạnh mẽ
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_006888.wav	1.87298	tôi biết anh bỏ tôi
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_000770.wav	4.296	tôi nhìn thấy một người say đi lảo đảo trên đường
F:\archive\mp3V2\FPTOpenSpeechData_Set002_V0.1_011470.wav	3.984	đó là con dao dùng để rạch vỏ phá ruột xe
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_007735.wav	3.72098	cảm ơn bạn thật tử tế tôi sẽ vui lòng đi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013931.wav	2.52098	xin chào đây là thực đơn của chúng tôi
F:\archive\mp3V2\FPTOpenSpeechData_Set001_V0.1_013672.wav	1.84898	xe cấp cứu đang trên đường đến
