audio_filepath	duration	text
F:\vlsp2020_train_set_02\speaker\457\speaker_457-058132-1.wav	5.2053125	qua nhiều giờ kiểm tra nhưng do hư hỏng nặng cần phải có thiết bị thay thế
F:\vlsp2020_train_set_02\speaker\457\speaker_457-115732-1.wav	5.66	đó là trường cao đẳng công nghệ bắc hà và trường trung cấp dược tuệ tĩnh
F:\vlsp2020_train_set_02\speaker\333\speaker_333-051372-1.wav	6.87	những kẻ mài giáo cầm mũi nhọn muốn làm điều bệ hạ đã làm cũng rất nhiều
F:\vlsp2020_train_set_02\speaker\333\speaker_333-053932-1.wav	6.14	nhiều quốc gia đáng chú ý là nhật bản đức và liên xô sử dụng các
F:\vlsp2020_train_set_02\speaker\410\speaker_410-003029-1.wav	5.13	trong tương lai thực trạng bảo tồn linh miêu tai đen có thể xấu đi như kết quả của việc tiếp tục mất
F:\vlsp2020_train_set_02\speaker\410\speaker_410-119252-1.wav	7.91	nói chung khái niệm như tính đồng thời không bị mất nhưng phải được thể hiện một cách đúng đắn và điều này được nhắc tới ở phần sau
F:\vlsp2020_train_set_02\speaker\410\speaker_410-049108-1.wav	4.23	đổng trác lo lắng mang vua hán hiến đế và dân chúng bỏ lạc dương
F:\vlsp2020_train_set_02\speaker\410\speaker_410-069333-1.wav	4.55	địa giới và địa danh các tỉnh ở miền nam thay đổi nhiều một số tỉnh mới được thành lập
F:\vlsp2020_train_set_02\speaker\410\speaker_410-002261-1.wav	3.5451875	về sau di cốt của ông được cải táng đưa về quê nhà
F:\vlsp2020_train_set_02\speaker\410\speaker_410-074453-1.wav	3.22	những quốc gia này rất nhỏ so với các nước trên lục địa
F:\vlsp2020_train_set_02\speaker\410\speaker_410-014037-2.wav	2.208875	 các mảnh bó cốt và gắn lại
F:\vlsp2020_train_set_02\speaker\410\speaker_410-060372-1.wav	7.5076875	lê uy mục không chăm lo chính sự hằng đêm đều cùng cung nhân uống rượu khi say thì giết chết tất cả
F:\vlsp2020_train_set_02\speaker\410\speaker_410-067797-1.wav	5.297	sau đó còn ép vua lập con gái mình là trịnh thị ngọc áng làm hoàng hậu
F:\vlsp2020_train_set_02\speaker\410\speaker_410-057044-1.wav	3.04	tổng binh đặng khởi nhận mệnh đem quân xuyên
F:\vlsp2020_train_set_02\speaker\410\speaker_410-051156-1.wav	6.62	hãy đem binh đi về hướng bắc lấy các nước yên đại đi về hướng nam lấy hà nội để mở rộng đất đai của mình
F:\vlsp2020_train_set_02\speaker\410\speaker_410-005845-1.wav	4.365375	các thuộc địa giàu có hơn phần lớn các khu vực tại anh quốc
F:\vlsp2020_train_set_02\speaker\601\speaker_601-106866-1.wav	3.0079375	vẻ gợi cảm của tân hoa hậu siêu quốc gia
F:\vlsp2020_train_set_02\speaker\601\speaker_601-045682-1.wav	3.5294375	chủ động để chứng tỏ tình yêu của mình là chân thành nghiêm túc
F:\vlsp2020_train_set_02\speaker\601\speaker_601-113522-1.wav	4.9955	chúng ta học ở họ những điều hay nhưng phải giữ những nét truyền thống của mình
F:\vlsp2020_train_set_02\speaker\601\speaker_601-044658-1.wav	3.5294375	may mắn là tôi mặc vừa còn linh thì rộng thùng thình
F:\vlsp2020_train_set_02\speaker\601\speaker_601-032370-1.wav	3.7151875	ngày thứ một toán ứng dụng thông qua học ngoại khóa
F:\vlsp2020_train_set_02\speaker\601\speaker_601-035186-1.wav	3.83	năm chàng trai cạo đầu ủng hộ bệnh nhân ung thư vú
F:\vlsp2020_train_set_02\speaker\601\speaker_601-057202-1.wav	5.13	theo đó gà nhập ở đây là gà loại thải của trung quốc có chất lượng thấp giá rẻ
F:\vlsp2020_train_set_02\speaker\601\speaker_601-089970-1.wav	4.9655	để khuyến khích học viên các trung tâm nhận học viên đến phút chót sát giờ khai giảng
F:\vlsp2020_train_set_02\speaker\512\speaker_512-087352-1.wav	5.86	ở thời kỳ đỉnh cao giá trị tài sản của ten phót lên tới hai phẩy hai tỷ đô la
F:\vlsp2020_train_set_02\speaker\512\speaker_512-363283-1.wav	4.4373125	địa phương nơi xảy ra vụ việc sẽ chịu trách nhiệm chính trong việc điều tra xử lý
F:\vlsp2020_train_set_02\speaker\512\speaker_512-102968-1.wav	4.01	các hoạt động hữu ích của chặng này có thể kể đến như
F:\vlsp2020_train_set_02\speaker\512\speaker_512-370963-1.wav	5.54	mái thượng lưu hạ lưu gần đoạn đập vỡ bị phá hủy sụt lún
F:\vlsp2020_train_set_02\speaker\512\speaker_512-299539-1.wav	2.56	vì vậy những cuộc thương lượng vẫn đang tiếp diễn
F:\vlsp2020_train_set_02\speaker\512\speaker_512-166419-1.wav	4.41	tôi thấy ở mỹ không có ngày tựu trường lại có điểm hay riêng
F:\vlsp2020_train_set_02\speaker\512\speaker_512-434707-1.wav	3.7	người đó là đồng chí nguyễn tạo thân yêu của chúng ta
F:\vlsp2020_train_set_02\speaker\512\speaker_512-299283-1.wav	5.04	nếu xét về hình ảnh màu sắc tất nhiên loa tranh hơn hẳn loa thùng bình thường
F:\vlsp2020_train_set_02\speaker\512\speaker_512-235795-1.wav	3.69	thế là giờ đây chính phủ phải xắn tay áo vào làm
F:\vlsp2020_train_set_02\speaker\512\speaker_512-299027-1.wav	3.41	ông lập tức bị các tay súng chặn lại và bị bắn chết
F:\vlsp2020_train_set_02\speaker\512\speaker_512-073528-1.wav	6.58	mariah carey được người tình tỷ phú tặng vòng cổ kim cương hơn mười một tỷ
F:\vlsp2020_train_set_02\speaker\512\speaker_512-165139-1.wav	2.9	vì khó lòng mà sống được như những gì mình mong muốn
F:\vlsp2020_train_set_02\speaker\512\speaker_512-362003-1.wav	3.24	xác minh tin thuyền viên việt nam bị cướp biển somalia giết
F:\vlsp2020_train_set_02\speaker\512\speaker_512-091704-1.wav	4.2666875	việc đánh giá của xã hội sẽ đem lại giá trị đích thực cho sinh viên học tập tại trường
F:\vlsp2020_train_set_02\speaker\512\speaker_512-171283-1.wav	4.7786875	ok vào đăng nhập không có chỗ theo yêu cầu liên tục xuất hiện
F:\vlsp2020_train_set_02\speaker\512\speaker_512-026680-1.wav	4.608	ngay cả với vị thế này tôi vẫn tự tin nói mình một ngôi sao giải trí
F:\vlsp2020_train_set_02\speaker\512\speaker_512-307475-1.wav	6.7966875	các điểm nóng theo ông thích nên được giải quyết bằng đối thoại tham vấn và đàm phán hòa bình
F:\vlsp2020_train_set_02\speaker\512\speaker_512-081464-1.wav	4.608	ngoài thời gian học bài thảo hương còn phụ giúp mẹ làm các công việc trong gia đình
F:\vlsp2020_train_set_02\speaker\512\speaker_512-023096-1.wav	3.37	đào tạo nhân lực ngành du lịch còn quá thiếu thực tiễn
F:\vlsp2020_train_set_02\speaker\512\speaker_512-296467-1.wav	4.048	nhất trí tặng mẹ bồn tắm nước nóng nhé để tôi đi mua cho kịp
F:\vlsp2020_train_set_02\speaker\512\speaker_512-079928-1.wav	4.5753125	tuấn đã nhờ con ông thương mang xe mô tô đi cầm lấy mười lăm triệu đồng
F:\vlsp2020_train_set_02\speaker\512\speaker_512-298003-1.wav	3.328	đây là một giải pháp hoàn toàn khác so với loài voi
F:\vlsp2020_train_set_02\speaker\512\speaker_512-100408-1.wav	4.3573125	cả ngàn tấn mía khô cháy trên đường mười ngày nay chờ xe của nhà máy
F:\vlsp2020_train_set_02\speaker\512\speaker_512-086840-1.wav	4.17	brad pitt thể hiện tài năng không thua gì nhiếp ảnh gia chuyên nghiệp
F:\vlsp2020_train_set_02\speaker\512\speaker_512-016440-1.wav	4.3893125	trước đây tôi chẳng bao giờ dám nghĩ mình sẽ dám đi nước ngoài dài ngày
F:\vlsp2020_train_set_02\speaker\233\speaker_233-037496-1.wav	5.2285625	liệt chí ninh đưa thư cho tướng tống là trương tuấn đề nghị giảng hòa
F:\vlsp2020_train_set_02\speaker\486\speaker_486-102183-1.wav	4.84	không bao giờ tôi cố đoán trước những sự việc sẽ đến
F:\vlsp2020_train_set_02\speaker\486\speaker_486-045863-1.wav	7.378	doanh nghiệp nhà nước yếu kém trong quản trị mà giữ cổ phần chi phối thì bán không ai mua
F:\vlsp2020_train_set_02\speaker\486\speaker_486-006440-1.wav	5.5173125	còn nếu không quốc gia này sẽ lâm vào tình cảnh cực kỳ khó khăn về tài chính
F:\vlsp2020_train_set_02\speaker\486\speaker_486-056615-1.wav	6.6173125	giờ đây cô quyết định rao bán dinh thự này với giá sáu phẩy bốn triệu đô la
F:\vlsp2020_train_set_02\speaker\486\speaker_486-000808-1.wav	4.66	tôi chẳng bao giờ tự thưởng cho mình điều gì khi tết đến
F:\vlsp2020_train_set_02\speaker\486\speaker_486-002600-1.wav	5.8286875	hãy biết ơn ai đó mắng mỏ trách móc bạn vì bạn có thêm cơ hội để sửa mình
F:\vlsp2020_train_set_02\speaker\486\speaker_486-001576-1.wav	6.8766875	vừa xuất hiện gia đình nổi tiếng này đã thu hút sự chú ý đặc biệt của thợ săn ảnh
F:\vlsp2020_train_set_02\speaker\486\speaker_486-034087-1.wav	4.9273125	ngày ngày cậu học trò khiếm thị vẫn miệt mài trau dồi đèn sách
F:\vlsp2020_train_set_02\speaker\486\speaker_486-098855-1.wav	6.628	sau mỗi cảnh quay diễn viên đạo diễn không phải chờ đợi để có cảnh quay nối tiếp
F:\vlsp2020_train_set_02\speaker\486\speaker_486-120103-1.wav	5.0553125	nữ người mẫu đã không cầm được nước mắt khi tạm biệt gia đình về nhà chồng
F:\vlsp2020_train_set_02\speaker\486\speaker_486-102439-1.wav	5.13	ngay cả khi anh ấy tức giận tôi anh ấy cũng không bao giờ mắng tôi
F:\vlsp2020_train_set_02\speaker\486\speaker_486-073256-1.wav	5.336	phương có nghĩ sờ can đang có chồng sẽ giúp phương nổi tiếng nhanh hơn
F:\vlsp2020_train_set_02\speaker\486\speaker_486-098343-1.wav	4.54	cô đang cố gắng để lấy lại vóc dáng chuẩn bị trở lại làm việc
F:\vlsp2020_train_set_02\speaker\486\speaker_486-072488-1.wav	3.66	cô vui vẻ trò chuyện với bạn bè và các nhân viên
F:\vlsp2020_train_set_02\speaker\486\speaker_486-106791-1.wav	4.7253125	bạn bè trong lớp nhìn đôi bạn hợp đồng yêu đều ngán ngẩm
F:\vlsp2020_train_set_02\speaker\486\speaker_486-073768-1.wav	4.2873125	để đạt điểm cao trước hết học sinh phải nắm chắc kiến thức cơ bản
F:\vlsp2020_train_set_02\speaker\881\speaker_881_31962-1.wav	5.36	hai nạn nhân này đều là nữ mười lăm và bốn mươi lăm tuổi
F:\vlsp2020_train_set_02\speaker\881\speaker_881_40320-1.wav	4.75	các nạn nhân nặng đang được đưa tới bệnh viện đa khoa hà tĩnh
F:\vlsp2020_train_set_02\speaker\881\speaker_881_40315-1.wav	4.63	hầu hết tất cả mọi người đều bàng hoàng trước hành vi man rợ này
F:\vlsp2020_train_set_02\speaker\881\speaker_881_40309-1.wav	3.656625	bộ trưởng trịnh đình dũng đến hiện trường
F:\vlsp2020_train_set_02\speaker\441\speaker_441-090378-1.wav	4.64	người dân đứng canh gác tại các kênh nước để ngăn chặn hành vi xả thải bẩn
F:\vlsp2020_train_set_02\speaker\441\speaker_441-091146-1.wav	3.62	những chuyện hài hước ở cánh diều vàng hai nghìn không trăm lẻ chín
F:\vlsp2020_train_set_02\speaker\441\speaker_441-086026-1.wav	5.0155	những năm ở bậc tiểu học bích diệp học trường gần nhà như bao bạn bè cùng tuổi khác
F:\vlsp2020_train_set_02\speaker\441\speaker_441-045834-1.wav	2.97	đặc biệt là trong trường hợp cậu bé đỗ nhật nam
F:\vlsp2020_train_set_02\speaker\441\speaker_441-075274-1.wav	3.99	đối với công việc hoạt động ở trường thì cựu học sinh này rất nhiệt tình
F:\vlsp2020_train_set_02\speaker\441\speaker_441-076554-1.wav	3.5294375	cơ quan chức năng trung quốc bị cho là bảo kê cho hàng giả
F:\vlsp2020_train_set_02\speaker\441\speaker_441-088842-1.wav	4.55	chuyện như phim hài diễn ra khi hai bố con thường xuyên giành máy tính với nhau
F:\vlsp2020_train_set_02\speaker\441\speaker_441-027402-1.wav	3.1579375	tuy nhiên cả hai cách này đều không có tác dụng nhiều
F:\vlsp2020_train_set_02\speaker\441\speaker_441-047114-1.wav	3.5294375	cứ ngủ thật thoải mái giấc ngủ ngon cần thiết cho trí nhớ tốt
F:\vlsp2020_train_set_02\speaker\441\speaker_441-034314-1.wav	3.4365625	kiểm tra công tác chuẩn bị bay phục vụ đại lễ
F:\vlsp2020_train_set_02\speaker\441\speaker_441-103690-1.wav	4.27	nếu chỉ chăm chăm nhìn vào giá cổ phiếu thì chỉ là một kẻ đầu cơ
F:\vlsp2020_train_set_02\speaker\441\speaker_441-041994-1.wav	3.1579375	năm nay có nhiều tác phẩm làm từ nhiều chất liệu đa dạng độc đáo
F:\vlsp2020_train_set_02\speaker\441\speaker_441-021770-1.wav	5.6656875	trinh nổi tiếng liên tục xuất xưởng với những phát ngôn có phần khác lạ không giống ai của mình
F:\vlsp2020_train_set_02\speaker\441\speaker_441-083466-1.wav	2.84925	anh ấy liên tục chạy vào phòng tắm để xúc miệng
F:\vlsp2020_train_set_02\speaker\441\speaker_441-026378-1.wav	4.0866875	họ sẽ giấu mình và nếu có lộ thì sẵn sàng đánh đổi để lấy mình
F:\vlsp2020_train_set_02\speaker\441\speaker_441-019466-1.wav	1.08	ngôi sao hồng
F:\vlsp2020_train_set_02\speaker\441\speaker_441-021002-1.wav	2.97	điều đó đồng nghĩa với việc giá vàng được hỗ trợ
F:\vlsp2020_train_set_02\speaker\326\speaker_326-233014-1.wav	6.396	có thể thay ngay đất bạc màu hoặc thay chậu đối với những gốc mai chỉ cắt tỉa sơ
F:\vlsp2020_train_set_02\speaker\326\speaker_326-026025-1.wav	5.108375	đồng thời thành phố hưng yên cũng được phong tặng danh hiệu anh hùng lực lượng vũ trang nhân dân
F:\vlsp2020_train_set_02\speaker\326\speaker_326-232246-1.wav	4.09	nếu có thì có nhiều khả năng là nhiễm trùng tiểu
F:\vlsp2020_train_set_02\speaker\326\speaker_326-225846-1.wav	4.48	một trong những điểm cần chấn chỉnh đầu tiên là quần áo của thầy thuốc
F:\vlsp2020_train_set_02\speaker\326\speaker_326-423990-1.wav	4.2666875	nhưng rồi cánh cửa sự học đã mở đường ông đi
F:\vlsp2020_train_set_02\speaker\326\speaker_326-066217-1.wav	4.39825	tuy nhiên bà vẫn liên lạc với bên ngoài và vẫn tiếp tục lãnh đạo phong trào đấu tranh
F:\vlsp2020_train_set_02\speaker\326\speaker_326-218166-1.wav	4.46	vừa có rau cho mình ăn vừa giúp con cháu khỏi đi chợ
F:\vlsp2020_train_set_02\speaker\326\speaker_326-288054-1.wav	3.95	nên tôi nghĩ rằng cứ sáng tạo nghệ thuật độc lập đi
F:\vlsp2020_train_set_02\speaker\326\speaker_326-293174-1.wav	5.738	nguyễn an khang bốn tuổi là một trường hợp đặc biệt và có sự tiến triển thần kỳ
F:\vlsp2020_train_set_02\speaker\326\speaker_326-082857-1.wav	6.87	cùng lúc đó hai nước thổ phiên và thổ cốc hồn xảy ra chiến tranh đều sai sứ đến nhà đường xin viện binh
F:\vlsp2020_train_set_02\speaker\326\speaker_326-291894-1.wav	5.01	thiên văn học hiện đại bao gồm những kiến thức vật lý cơ bản và thực nghiệm
F:\vlsp2020_train_set_02\speaker\326\speaker_326-079273-2.wav	2.57	ban huấn luyện lớp năng khiếu đồng ý ngay
F:\vlsp2020_train_set_02\speaker\326\speaker_326-166966-1.wav	5.0353125	nó kể con nghe hoàn cảnh nhưng không nói cho con biết là cháu bác bảy
